3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%ULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S7_%PAPULT_Ty	S8_%ULT_Ty	S8_%PULT_Ty	S8_%APULT_Ty	S9_%PULT_Ty	S10_%PULT_Ty	S10_%APULT_Ty	S11_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S7_nPAPULT_Ty	S8_nULT_Ty	S8_nPULT_Ty	S8_nAPULT_Ty	S9_nPULT_Ty	S10_nPULT_Ty	S10_nAPULT_Ty	S11_nPULT_Ty
sor	10.52631579	89.47368421	6.493506494	83.11688312	10.38961039	2.298850575	71.26436782	26.43678161	NA	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	17	5	64	8	2	62	23	NA	NA	5	10	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sos	NA	100	9.090909091	87.87878788	3.03030303	3.75	76.25	20	NA	2.5	72.5	25	NA	5.882352941	17.64705882	76.47058824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	29	1	3	61	16	NA	1	29	10	NA	1	3	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sot	NA	100	13.79310345	82.75862069	3.448275862	2.06185567	91.75257732	6.18556701	NA	3.896103896	61.03896104	35.06493506	NA	NA	73.68421053	21.05263158	5.263157895	NA	81.81818182	18.18181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	24	1	2	89	6	NA	3	47	27	NA	NA	28	8	2	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA
sov	NA	100	10	90	NA	4.255319149	85.10638298	10.63829787	NA	NA	75	25	NA	NA	71.42857143	23.80952381	4.761904762	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	2	1	9	NA	2	40	5	NA	NA	33	11	NA	NA	15	5	1	NA	6	NA	NA	NA	1	NA	NA	NA	NA	NA
soz	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spa	18	82	4.838709677	80.10752688	15.05376344	1.612903226	78.22580645	20.16129032	NA	NA	60.71428571	39.28571429	NA	NA	75	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	41	9	149	28	2	97	25	NA	NA	17	11	NA	NA	3	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
spe	9.523809524	90.47619048	3.816793893	77.09923664	19.08396947	3.260869565	65.2173913	30.43478261	1.086956522	1.612903226	75.80645161	20.96774194	1.612903226	4.166666667	75	20.83333333	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	4	38	5	101	25	3	60	28	1	1	47	13	1	1	18	5	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA
spi	12.72727273	87.27272727	2.877697842	73.38129496	23.74100719	NA	58.97435897	41.02564103	NA	7.692307692	69.23076923	15.38461538	7.692307692	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	48	4	102	33	NA	46	32	NA	1	9	2	1	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spl	NA	100	NA	46.15384615	53.84615385	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	6	7	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spo	10.71428571	89.28571429	4.95049505	82.17821782	12.87128713	1.612903226	56.4516129	40.32258065	1.612903226	11.11111111	83.33333333	5.555555556	NA	NA	87.5	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	25	5	83	13	1	35	25	1	2	15	1	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
spr	NA	100	1.960784314	88.23529412	9.803921569	2.43902439	70.73170732	26.82926829	NA	NA	86.66666667	13.33333333	NA	NA	50	50	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	1	45	5	1	29	11	NA	NA	13	2	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
spu	18.75	81.25	2.777777778	88.88888889	8.333333333	5.263157895	73.68421053	21.05263158	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13	1	32	3	1	14	4	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
squ	23.52941176	76.47058824	NA	86.2745098	13.7254902	NA	52	48	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13	NA	44	7	NA	13	12	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sra	NA	NA	100	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	8	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sre	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sro	NA	NA	50	NA	50	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sta	7.317073171	92.68292683	4.516129032	80.64516129	14.83870968	3.03030303	75.75757576	20.2020202	1.01010101	NA	82.14285714	17.85714286	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	76	7	125	23	3	75	20	1	NA	23	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ste	2.631578947	97.36842105	4.411764706	72.05882353	23.52941176	3.333333333	73.33333333	20	3.333333333	NA	60	40	NA	NA	63.63636364	36.36363636	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	37	3	49	16	1	22	6	1	NA	9	6	NA	NA	7	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
sti	16.66666667	83.33333333	1.851851852	79.62962963	18.51851852	NA	74.46808511	21.27659574	4.255319149	NA	72.72727273	27.27272727	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	25	1	43	10	NA	35	10	2	NA	8	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sto	3.125	96.875	NA	71.69811321	28.30188679	5.882352941	82.35294118	11.76470588	NA	NA	57.14285714	42.85714286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	NA	38	15	1	14	2	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
str	9.302325581	90.69767442	1.746724891	85.15283843	13.10043668	NA	77.59562842	21.8579235	0.546448087	NA	66.66666667	33.33333333	NA	11.11111111	77.77777778	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	78	4	195	30	NA	142	40	1	NA	34	17	NA	1	7	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
stt	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stu	9.090909091	90.90909091	5.555555556	84.72222222	9.722222222	2.5	72.5	22.5	2.5	NA	77.77777778	22.22222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	20	4	61	7	1	29	9	1	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sua	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sub	100	NA	8.823529412	82.35294118	8.823529412	2.43902439	73.17073171	24.3902439	NA	11.11111111	70.37037037	18.51851852	NA	NA	75	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	28	3	1	30	10	NA	3	19	5	NA	NA	3	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
suc	NA	100	NA	87.5	12.5	3.125	78.125	18.75	NA	NA	25	75	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	21	3	1	25	6	NA	NA	1	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sud	NA	100	NA	73.07692308	26.92307692	NA	93.75	6.25	NA	NA	85	15	NA	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	19	7	NA	15	1	NA	NA	17	3	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sue	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suf	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sug	NA	100	16.66666667	66.66666667	16.66666667	3.448275862	93.10344828	3.448275862	NA	NA	66.66666667	33.33333333	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	4	1	1	27	1	NA	NA	8	4	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sui	NA	100	16.66666667	83.33333333	NA	16.66666667	66.66666667	16.66666667	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	NA	1	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sul	100	NA	NA	100	NA	NA	40	60	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	2	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sum	NA	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sun	NA	NA	NA	66.66666667	33.33333333	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suo	12.5	87.5	4.761904762	66.66666667	28.57142857	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	1	14	6	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sup	NA	100	16.32653061	71.42857143	12.24489796	2.631578947	90.78947368	5.263157895	1.315789474	0.970873786	71.84466019	27.18446602	NA	1.851851852	88.88888889	9.259259259	NA	5.555555556	83.33333333	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	1	8	35	6	2	69	4	1	1	74	28	NA	1	48	5	NA	1	15	2	NA	NA	5	NA	NA	NA	NA	NA
sur	100	NA	NA	100	NA	NA	100	NA	NA	NA	90	10	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	NA	NA	17	NA	NA	NA	9	1	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sus	12.5	87.5	15	75	10	2.380952381	76.19047619	19.04761905	2.380952381	7.692307692	15.38461538	76.92307692	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7	3	15	2	1	32	8	1	1	2	10	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sut	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suu	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suv	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
suz	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sva	25	75	3.448275862	79.31034483	17.24137931	NA	72.22222222	27.77777778	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	1	23	5	NA	13	5	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sve	16.66666667	83.33333333	7.142857143	77.14285714	15.71428571	NA	68.29268293	31.70731707	NA	NA	75	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	20	5	54	11	NA	28	13	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
svi	NA	100	4.545454545	54.54545455	40.90909091	3.571428571	78.57142857	17.85714286	NA	NA	30.76923077	69.23076923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	12	9	1	22	5	NA	NA	4	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
svo	11.11111111	88.88888889	7.142857143	60.71428571	32.14285714	NA	75	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	2	17	9	NA	9	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
svu	50	50	NA	90	10	NA	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	9	1	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tab	100	NA	NA	91.66666667	8.333333333	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	11	1	NA	12	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tac	11.11111111	88.88888889	3.703703704	70.37037037	25.92592593	NA	60	40	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8	1	19	7	NA	6	4	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tad	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
taf	NA	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tag	25	75	6.451612903	90.32258065	3.225806452	NA	71.42857143	28.57142857	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	2	28	1	NA	25	10	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tah	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tai	NA	100	NA	50	50	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tal	NA	100	NA	88.23529412	11.76470588	NA	84.61538462	15.38461538	NA	NA	50	50	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	15	2	NA	11	2	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
tam	NA	100	9.090909091	90.90909091	NA	NA	90.90909091	9.090909091	NA	NA	71.42857143	28.57142857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	10	NA	NA	10	1	NA	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tan	13.04347826	86.95652174	9.523809524	66.66666667	23.80952381	NA	80	20	NA	25	50	25	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	20	2	14	5	NA	12	3	NA	1	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tao	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tap	20	80	NA	91.66666667	8.333333333	NA	91.66666667	8.333333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	11	1	NA	11	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tar	12.5	87.5	1.639344262	86.8852459	11.47540984	NA	80	20	NA	NA	66.66666667	33.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	1	53	7	NA	20	5	NA	NA	4	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tas	10	90	NA	91.66666667	8.333333333	NA	70.58823529	29.41176471	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	NA	22	2	NA	12	5	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tat	37.5	62.5	10	20	70	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	1	2	7	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tau	50	50	NA	100	NA	NA	100	NA	NA	NA	33.33333333	66.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	NA	2	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tav	NA	NA	NA	60	40	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA	13	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tax	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
taz	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tea	NA	NA	NA	100	NA	NA	100	NA	NA	50	50	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	5	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
teb	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tec	NA	100	NA	NA	100	NA	25	75	NA	NA	36.36363636	63.63636364	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	4	NA	1	3	NA	NA	4	7	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ted	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tef	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
teg	NA	100	NA	40	60	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tei	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tej	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tel	NA	100	25	62.5	12.5	4.87804878	78.04878049	17.07317073	NA	2.5	62.5	31.25	3.75	NA	72	28	NA	NA	88.88888889	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	6	4	10	2	2	32	7	NA	2	50	25	3	NA	18	7	NA	NA	8	1	NA	NA	2	NA	NA	NA	NA	NA
tem	8.333333333	91.66666667	6.060606061	69.6969697	24.24242424	2.222222222	75.55555556	22.22222222	NA	14.28571429	57.14285714	28.57142857	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	2	23	8	1	34	10	NA	3	12	6	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
