CV-structure	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty
VCCCCVCVCCV	0	100	0	0	0	1	0	0
VCCCCVCVCV	0	66.66666667	33.33333333	0	0	2	1	0
VCCCCVCVVCV	0	100	0	0	0	1	0	0
VCCCVCCCVCCV	0	100	0	0	0	1	0	0
VCCCVCCCVCV	0	100	0	0	0	8	0	0
VCCCVCCCVVCV	0	0	100	0	0	0	1	0
VCCCVCCVCCCV	0	0	100	0	0	0	1	0
VCCCVCCVCCV	0	91.20879121	8.791208791	0	0	83	8	0
VCCCVCCVCCVV	0	100	0	0	0	1	0	0
VCCCVCCVCV	0	76.59574468	22.34042553	1.063829787	0	144	42	2
VCCCVCCVCVV	0	100	0	0	0	3	0	0
VCCCVCCVV	0	100	0	0	0	3	0	0
VCCCVCCVVCCV	0	100	0	0	0	16	0	0
VCCCVCCVVCV	0	93.18181818	6.818181818	0	0	82	6	0
VCCCVCCVVV	0	100	0	0	0	1	0	0
VCCCVCVCC	0	0	100	0	0	0	1	0
VCCCVCVCCCV	0	50	50	0	0	1	1	0
VCCCVCVCCV	0	87.97468354	12.02531646	0	0	139	19	0
VCCCVCVCCVV	0	100	0	0	0	1	0	0
VCCCVCVCV	0	67.45098039	31.37254902	1.176470588	0	172	80	3
VCCCVCVCVV	0	100	0	0	0	3	0	0
VCCCVCVV	0	77.77777778	22.22222222	0	0	14	4	0
VCCCVCVVCCV	0	100	0	0	0	16	0	0
VCCCVCVVCV	0	98.41269841	1.587301587	0	0	62	1	0
VCCCVCVVV	0	100	0	0	0	1	0	0
VCCCVVCCCV	0	100	0	0	0	1	0	0
VCCCVVCCV	0	100	0	0	0	30	0	0
VCCCVVCCVCCV	0	100	0	0	0	9	0	0
VCCCVVCCVCV	0	92.85714286	7.142857143	0	0	13	1	0
VCCCVVCCVV	0	100	0	0	0	1	0	0
VCCCVVCCVVCCV	0	100	0	0	0	3	0	0
VCCCVVCCVVCV	0	75	25	0	0	3	1	0
VCCCVVCV	0	88.88888889	7.407407407	3.703703704	0	24	2	1
VCCCVVCVCCV	0	100	0	0	0	7	0	0
VCCCVVCVCV	0	85.18518519	14.81481481	0	0	23	4	0
VCCCVVCVVCV	0	100	0	0	0	1	0	0
VCCCVVVCV	0	100	0	0	0	3	0	0
VCCVCCCVCCV	0	97.14285714	2.857142857	0	0	34	1	0
VCCVCCCVCCVV	0	100	0	0	0	2	0	0
VCCVCCCVCV	0	79.31034483	20.68965517	0	0	69	18	0
VCCVCCCVCVV	0	100	0	0	0	1	0	0
VCCVCCCVV	0	75	25	0	0	3	1	0
VCCVCCCVVCCV	0	100	0	0	0	6	0	0
VCCVCCCVVCV	0	87.80487805	12.19512195	0	0	36	5	0
VCCVCCVCCCV	0	80	20	0	0	4	1	0
VCCVCCVCCV	0	89.26380368	10.73619632	0	0	582	70	0
VCCVCCVCCVV	0	100	0	0	0	16	0	0
VCCVCCVCV	0	77.89776818	21.31029518	0.791936645	0	1082	296	11
VCCVCCVCVV	0	100	0	0	0	26	0	0
VCCVCCVV	0	87.87878788	12.12121212	0	0	29	4	0
VCCVCCVVCCV	0	93.81443299	6.18556701	0	0	91	6	0
VCCVCCVVCV	0	92.41573034	7.584269663	0	0	329	27	0
VCCVCCVVCVV	0	100	0	0	0	2	0	0
VCCVCCVVV	0	100	0	0	0	7	0	0
VCCVCVCCCV	0	95	5	0	0	19	1	0
VCCVCVCCCVV	0	100	0	0	0	4	0	0
VCCVCVCCV	0	92.80125196	7.198748044	0	0	593	46	0
VCCVCVCCVCC	100	0	0	0	1	0	0	0
VCCVCVCCVV	0	100	0	0	0	23	0	0
VCCVCVCV	0	69.3220339	29.83050847	0.847457627	0	818	352	10
VCCVCVCVCC	0	100	0	0	0	1	0	0
VCCVCVCVV	0	100	0	0	0	27	0	0
VCCVCVV	0	65.95744681	34.04255319	0	0	31	16	0
VCCVCVVCCV	0	100	0	0	0	60	0	0
VCCVCVVCCVV	0	100	0	0	0	1	0	0
VCCVCVVCV	0	96.66666667	3.333333333	0	0	232	8	0
VCCVCVVCVV	0	100	0	0	0	5	0	0
VCCVCVVV	0	100	0	0	0	3	0	0
VCCVCVVVCV	0	100	0	0	0	7	0	0
VCCVVCCCV	0	0	100	0	0	0	1	0
VCCVVCCCVCV	0	100	0	0	0	1	0	0
VCCVVCCV	0	92.85714286	7.142857143	0	0	39	3	0
VCCVVCCVCCCV	0	100	0	0	0	1	0	0
VCCVVCCVCCV	0	90	10	0	0	45	5	0
VCCVVCCVCV	0	85.24590164	14.75409836	0	0	104	18	0
VCCVVCCVCVV	0	100	0	0	0	2	0	0
VCCVVCCVVCV	0	100	0	0	0	7	0	0
VCCVVCV	0	79.22077922	19.48051948	1.298701299	0	61	15	1
VCCVVCVCCV	0	88.88888889	11.11111111	0	0	48	6	0
VCCVVCVCV	0	78.57142857	21.42857143	0	0	110	30	0
VCCVVCVCVV	0	100	0	0	0	2	0	0
VCCVVCVV	0	50	50	0	0	1	1	0
VCCVVCVVCV	0	100	0	0	0	6	0	0
VCCVVV	0	100	0	0	0	3	0	0
VCCVVVCCV	0	100	0	0	0	2	0	0
VCCVVVCCVCCV	0	100	0	0	0	1	0	0
VCCVVVCV	0	81.81818182	18.18181818	0	0	18	4	0
VCCVVVCVCCV	0	100	0	0	0	4	0	0
VCCVVVCVCV	0	100	0	0	0	6	0	0
VCCVVVVCV	0	100	0	0	0	5	0	0
VCCSCVCV	0	0	100	0	0	0	2	0
VCCAVCCCVCCV	0	100	0	0	0	1	0	0
VCCAVCCVCCV	0	100	0	0	0	6	0	0
VCCAVCCVVCCV	0	100	0	0	0	1	0	0
VCCAVCCVVCV	0	100	0	0	0	1	0	0
VCCAVCVCVV	0	100	0	0	0	1	0	0
VCVCCCV	0	0	100	0	0	0	1	0
VCVCCCVCCV	0	83.33333333	16.66666667	0	0	10	2	0
VCVCCCVCCVCC	100	0	0	0	1	0	0	0
VCVCCCVCCVV	0	100	0	0	0	1	0	0
VCVCCCVCV	0	61.29032258	38.70967742	0	0	19	12	0
VCVCCCVV	0	100	0	0	0	2	0	0
VCVCCCVVCCV	0	100	0	0	0	3	0	0
VCVCCCVVCV	0	87.5	12.5	0	0	7	1	0
VCVCCVCCCV	0	100	0	0	0	4	0	0
VCVCCVCCCVV	0	100	0	0	0	1	0	0
VCVCCVCCV	0	92.74193548	7.258064516	0	0	115	9	0
VCVCCVCCVV	0	100	0	0	0	2	0	0
VCVCCVCV	0	62.98507463	37.01492537	0	0	211	124	0
VCVCCVCVV	0	100	0	0	0	13	0	0
VCVCCVV	0	76.47058824	23.52941176	0	0	13	4	0
VCVCCVVCCV	0	100	0	0	0	8	0	0
VCVCCVVCCVV	0	100	0	0	0	2	0	0
VCVCCVVCV	0	91.83673469	8.163265306	0	0	45	4	0
VCVCCAVVCV	0	100	0	0	0	1	0	0
VCVCVCCCV	0	100	0	0	0	9	0	0
VCVCVCCCVV	0	100	0	0	0	2	0	0
VCVCVCCV	0	92.70072993	7.299270073	0	0	254	20	0
VCVCVCCVV	0	100	0	0	0	3	0	0
VCVCVCV	0	61.9047619	36.28899836	1.806239737	0	377	221	11
VCVCVCVV	0	100	0	0	0	42	0	0
VCVCVV	0	83.33333333	16.66666667	0	0	50	10	0
VCVCVVCCV	0	100	0	0	0	42	0	0
VCVCVVCV	0	93.33333333	6.666666667	0	0	112	8	0
VCVCVVV	0	100	0	0	0	7	0	0
VCVCVVVCV	0	100	0	0	0	1	0	0
VCVCSCVV	0	100	0	0	0	3	0	0
VCVVCCCV	0	100	0	0	0	4	0	0
VCVVCCCVCV	0	100	0	0	0	1	0	0
VCVVCCV	0	88.23529412	11.76470588	0	0	15	2	0
VCVVCCVCCCV	0	100	0	0	0	1	0	0
VCVVCCVCCV	0	100	0	0	0	11	0	0
VCVVCCVCV	0	85.71428571	14.28571429	0	0	24	4	0
VCVVCCVV	0	100	0	0	0	3	0	0
VCVVCCVVCCV	0	100	0	0	0	4	0	0
VCVVCCVVCV	0	100	0	0	0	4	0	0
VCVVCV	0	65.71428571	34.28571429	0	0	23	12	0
VCVVCVCCV	0	92.30769231	7.692307692	0	0	24	2	0
VCVVCVCCVV	0	100	0	0	0	2	0	0
VCVVCVCV	0	68.62745098	31.37254902	0	0	35	16	0
VCVVCVCVV	0	100	0	0	0	6	0	0
VCVVCVV	0	100	0	0	0	6	0	0
VCVVCVVCCV	0	100	0	0	0	1	0	0
VCVVCVVCV	0	100	0	0	0	8	0	0
VCVVV	0	100	0	0	0	2	0	0
VCVVVCVCV	0	0	100	0	0	0	1	0
VCSCVCV	0	100	0	0	0	1	0	0
VVCCCVCVCVV	0	100	0	0	0	1	0	0
VVCCCVCVVCV	0	100	0	0	0	4	0	0
VVCCCVVCCV	0	0	100	0	0	0	1	0
VVCCCVVCV	0	0	100	0	0	0	3	0
VVCCVCCVCV	0	100	0	0	0	1	0	0
VVCCVCCVVCV	0	100	0	0	0	2	0	0
VVCCVCV	0	50	50	0	0	2	2	0
VVCCVCVCCV	0	100	0	0	0	2	0	0
VVCCVCVCV	0	90.90909091	0	9.090909091	0	10	0	1
VVCVCCCVCV	0	50	50	0	0	2	2	0
VVCVCCCVV	0	100	0	0	0	1	0	0
VVCVCCV	0	100	0	0	0	3	0	0
VVCVCCVCCCV	0	100	0	0	0	1	0	0
VVCVCCVCCV	0	83.33333333	16.66666667	0	0	10	2	0
VVCVCCVCV	0	51.61290323	48.38709677	0	0	16	15	0
VVCVCCVCVV	0	100	0	0	0	1	0	0
VVCVCCVV	0	100	0	0	0	4	0	0
VVCVCCVVCV	0	100	0	0	0	2	0	0
VVCVCV	0	90	10	0	0	9	1	0
VVCVCVCC	0	100	0	0	0	1	0	0
VVCVCVCCCV	0	100	0	0	0	1	0	0
VVCVCVCCV	0	95.83333333	4.166666667	0	0	23	1	0
VVCVCVCV	0	62.06896552	34.48275862	3.448275862	0	18	10	1
VVCVCVCVV	0	100	0	0	0	4	0	0
VVCVCVV	0	100	0	0	0	7	0	0
VVCVCVVCCCV	0	100	0	0	0	1	0	0
VVCVCVVCCV	0	100	0	0	0	1	0	0
VVCVCVVCV	0	100	0	0	0	8	0	0
VVCVCVVCVV	0	100	0	0	0	2	0	0
VVCVV	0	0	100	0	0	0	4	0
VVCVVCV	0	66.66666667	33.33333333	0	0	2	1	0
VVCVVCVCV	0	50	50	0	0	1	1	0
VVCVVCVVCV	0	100	0	0	0	1	0	0
VVVCVCCV	0	100	0	0	0	13	0	0
VVVCVCV	0	58.33333333	41.66666667	0	0	7	5	0
VVVCVVCV	0	100	0	0	0	1	0	0
