3lett	%ULT_Tk	%PULT_Tk	%APULT_Tk	%PAPULT_Tk	nULT_Tk	nPULT_Tk	nAPULT_Tk	nPAPULT_Tk
mam	0	91.68241966	8.31758034	0	0	485	44	0
man	3.304484658	85.8379229	10.77891424	0.078678206	42	1091	137	1
map	0	100	0	0	0	20	0	0
mar	1.394169835	97.08491762	1.520912548	0	11	766	12	0
mas	0	75.96153846	22.59615385	1.442307692	0	158	47	3
mat	0	94.98956159	5.010438413	0	0	455	24	0
maz	0	100	0	0	0	26	0	0
mec	0	36.84210526	63.15789474	0	0	7	12	0
med	0.381679389	74.04580153	25.57251908	0	1	194	67	0
meg	0	100	0	0	0	251	0	0
mel	0	100	0	0	0	86	0	0
mem	0	85.41666667	14.58333333	0	0	41	7	0
men	0.798722045	98.40255591	0.798722045	0	5	616	5	0
mer	4.6875	84.11458333	10.9375	0.260416667	18	323	42	1
mes	0	97.6	1.2	1.2	0	244	3	3
met	8.574091333	65.05125815	26.18825722	0.18639329	92	698	281	2
mez	7.665505226	92.33449477	0	0	22	265	0	0
mia	0	80	20	0	0	28	7	0
mic	0	83.33333333	16.66666667	0	0	60	12	0
mie	0	96.15384615	3.846153846	0	0	25	1	0
mig	8.108108108	90.99099099	0.900900901	0	18	202	2	0
mil	0.279329609	95.53072626	4.189944134	0	1	342	15	0
mim	0	100	0	0	0	6	0	0
min	0.481927711	76.38554217	23.13253012	0	2	317	96	0
mio	0	100	0	0	0	1603	0	0
mir	2.127659574	55.31914894	42.55319149	0	1	26	20	0
mis	0	91.55844156	8.441558442	0	0	282	26	0
mit	0	69.56521739	30.43478261	0	0	16	7	0
mob	0	0	100	0	0	0	28	0
mod	0	98.32635983	1.046025105	0.627615063	0	470	5	3
mog	0	100	0	0	0	69	0	0
mol	0.089525515	94.98657117	4.923903312	0	1	1061	55	0
mom	0	100	0	0	0	300	0	0
mon	0.380228137	99.61977186	0	0	3	786	0	0
mor	13.5678392	71.10552764	14.8241206	0.502512563	54	283	59	2
mos	4.330708661	90.5511811	5.118110236	0	11	230	13	0
mot	0	100	0	0	0	116	0	0
mov	0	100	0	0	0	88	0	0
moz	0	100	0	0	0	3	0	0
muc	0	100	0	0	0	61	0	0
mug	0	100	0	0	0	11	0	0
mul	0	100	0	0	0	49	0	0
mum	0	100	0	0	0	4	0	0
mun	0	84.21052632	15.78947368	0	0	16	3	0
muo	0.578034682	41.61849711	57.80346821	0	1	72	100	0
mur	0	100	0	0	0	109	0	0
mus	0	48.9626556	51.0373444	0	0	118	123	0
mut	12.82051282	74.35897436	12.82051282	0	5	29	5	0
nan	0	98.03921569	1.960784314	0	0	50	1	0
nap	0	100	0	0	0	11	0	0
nar	0	97.2972973	2.702702703	0	0	36	1	0
nas	1.3671875	77.34375	21.2890625	0	7	396	109	0
nat	0	100	0	0	0	369	0	0
nav	0	96.72131148	3.278688525	0	0	177	6	0
naz	0	100	0	0	0	59	0	0
nea	2.597402597	97.4025974	0	0	2	75	0	0
neb	0	100	0	0	0	37	0	0
nec	18.42105263	81.57894737	0	0	14	62	0	0
neg	1.739130435	98.26086957	0	0	2	113	0	0
nem	0.666666667	99.33333333	0	0	1	149	0	0
neo	0	100	0	0	0	13	0	0
nep	1.818181818	98.18181818	0	0	1	54	0	0
ner	0	100	0	0	0	261	0	0
nes	16.66666667	83.07291667	0.260416667	0	64	319	1	0
net	0	0	100	0	0	0	8	0
nev	0	96.22641509	3.773584906	0	0	153	6	0
nid	0	100	0	0	0	68	0	0
nie	1.623376623	98.37662338	0	0	5	303	0	0
nin	0	100	0	0	0	14	0	0
nip	0	100	0	0	0	90	0	0
niu	0	100	0	0	0	6	0	0
nob	0	2.631578947	97.36842105	0	0	1	37	0
noc	0	91.37931034	8.620689655	0	0	53	5	0
nod	0	100	0	0	0	13	0	0
noi	0	100	0	0	0	601	0	0
nol	0	100	0	0	0	7	0	0
nom	0.255754476	98.9769821	0.767263427	0	1	387	3	0
non	2.422145329	97.57785467	0	0	7	282	0	0
nor	0	97.56097561	2.43902439	0	0	40	1	0
nos	0	100	0	0	0	707	0	0
not	1.773049645	94.14893617	4.078014184	0	10	531	23	0
nov	29.11392405	70.88607595	0	0	23	56	0	0
noz	0	100	0	0	0	14	0	0
nub	0	100	0	0	0	31	0	0
nuc	0	100	0	0	0	5	0	0
nud	0	100	0	0	0	30	0	0
nul	0	100	0	0	0	174	0	0
num	0	17.30103806	82.69896194	0	0	50	239	0
nuo	0.200400802	97.59519038	2.204408818	0	1	487	11	0
nut	1.492537313	68.65671642	29.85074627	0	1	46	20	0
nuv	0	19.49152542	80.50847458	0	0	23	95	0
oas	0	0	100	0	0	0	15	0
obb	8.823529412	64.70588235	26.47058824	0	3	22	9	0
obi	0	100	0	0	0	68	0	0
obl	0	100	0	0	0	7	0	0
oca	0	100	0	0	0	40	0	0
occ	0.816326531	92.10884354	6.394557823	0.680272109	6	677	47	5
oce	0	0	100	0	0	0	68	0
odi	0	96.2962963	3.703703704	0	0	26	1	0
odo	0	100	0	0	0	46	0	0
off	1.342281879	83.89261745	14.76510067	0	2	125	22	0
ogg	0	100	0	0	0	379	0	0
ogn	0	100	0	0	0	645	0	0
ohi	0	100	0	0	0	33	0	0
oka	0	100	0	0	0	22	0	0
ola	0	100	0	0	0	8	0	0
oli	0	60	40	0	0	57	38	0
olt	0	100	0	0	0	106	0	0
oma	0	100	0	0	0	3	0	0
omb	0	100	0	0	0	120	0	0
ome	0	100	0	0	0	7	0	0
omi	0	100	0	0	0	26	0	0
ond	0	97.4025974	2.597402597	0	0	75	2	0
one	0	93.33333333	6.666666667	0	0	14	1	0
ono	1.694915254	86.44067797	11.86440678	0	1	51	7	0
oof	0	100	0	0	0	12	0	0
ooh	0	100	0	0	0	19	0	0
ooo	0	100	0	0	0	21	0	0
opa	0	100	0	0	0	5	0	0
ope	0	65.78947368	33.55263158	0.657894737	0	100	51	1
opi	0	100	0	0	0	16	0	0
opl	100	0	0	0	8	0	0	0
opp	0	100	0	0	0	127	0	0
ora	0	100	0	0	0	1017	0	0
orb	0	0	100	0	0	0	10	0
orc	0	100	0	0	0	22	0	0
ord	14.51612903	17.74193548	67.74193548	0	27	33	126	0
ore	0	100	0	0	0	64	0	0
orf	0	22.22222222	77.77777778	0	0	2	7	0
org	0.714285714	83.57142857	15.71428571	0	1	117	22	0
ori	0	69.71428571	30.28571429	0	0	122	53	0
orl	0	100	0	0	0	6	0	0
orm	0	100	0	0	0	167	0	0
oro	0	97.07792208	2.922077922	0	0	299	9	0
orr	0	58.82352941	41.17647059	0	0	20	14	0
ors	0	100	0	0	0	70	0	0
ort	0	100	0	0	0	36	0	0
osa	10.86956522	82.60869565	6.52173913	0	5	38	3	0
osc	42.42424242	54.54545455	3.03030303	0	14	18	1	0
osp	9.183673469	27.55102041	63.26530612	0	9	27	62	0
oss	3.045685279	83.75634518	13.19796954	0	12	330	52	0
ost	1.886792453	67.9245283	30.18867925	0	1	36	16	0
ott	0.746268657	73.50746269	25.74626866	0	2	197	69	0
ouc	0	100	0	0	0	14	0	0
ova	0	100	0	0	0	2	0	0
ove	0	100	0	0	0	36	0	0
ovu	0	100	0	0	0	14	0	0
ovv	0	100	0	0	0	22	0	0
ozo	0	100	0	0	0	10	0	0
pac	0	88	12	0	0	132	18	0
pad	0	100	0	0	0	295	0	0
pae	0	100	0	0	0	247	0	0
paf	0	100	0	0	0	1	0	0
pag	3.90070922	48.93617021	47.16312057	0	11	138	133	0
pai	0	100	0	0	0	68	0	0
pal	0.423728814	86.86440678	12.71186441	0	2	410	60	0
pan	0	96.10894942	3.891050584	0	0	247	10	0
pap	28.49740933	41.96891192	29.53367876	0	220	324	228	0
par	1.938819474	92.11546747	5.730288669	0.215424386	45	2138	133	5
pas	5.285868393	84.57389428	9.924487594	0.21574973	49	784	92	2
pat	0	77.31958763	22.68041237	0	0	75	22	0
pau	0	100	0	0	0	213	0	0
pav	0	100	0	0	0	58	0	0
paz	0	100	0	0	0	85	0	0
pec	0	48.88888889	51.11111111	0	0	44	46	0
ped	3.571428571	96.42857143	0	0	1	27	0	0
peg	4.651162791	95.34883721	0	0	2	41	0	0
pel	0	89.87341772	10.12658228	0	0	142	16	0
pen	6.701570681	82.09424084	11.20418848	0	64	784	107	0
pep	0	100	0	0	0	15	0	0
per	55.83149953	32.34831814	11.75730902	0.06287331	1776	1029	374	2
pes	0.892857143	94.10714286	5	0	5	527	28	0
pet	0	69.87951807	30.12048193	0	0	58	25	0
pez	0.632911392	99.36708861	0	0	1	157	0	0
pfu	0	100	0	0	0	31	0	0
pia	0.904605263	90.625	8.470394737	0	11	1102	103	0
pic	0.828402367	15.62130178	83.55029586	0	7	132	706	0
pie	3.890489914	95.24495677	0.720461095	0.144092219	27	661	5	1
pif	0	33.33333333	66.66666667	0	0	1	2	0
pig	2.380952381	95.23809524	2.380952381	0	1	40	1	0
pil	0	88.88888889	11.11111111	0	0	48	6	0
pin	0	100	0	0	0	71	0	0
pio	2.127659574	92.55319149	5.319148936	0	4	174	10	0
pip	5.357142857	94.64285714	0	0	3	53	0	0
pir	0	93.61702128	6.382978723	0	0	44	3	0
pis	0	100	0	0	0	74	0	0
pit	0	100	0	0	0	43	0	0
piu	0	100	0	0	0	114	0	0
piz	0	100	0	0	0	22	0	0
pla	0	21.73913043	78.26086957	0	0	5	18	0
plu	0	100	0	0	0	27	0	0
po'	99.34640523	0.653594771	0	0	456	3	0	0
poc	0	97.27126806	2.728731942	0	0	606	17	0
poe	0	91.74311927	8.256880734	0	0	100	9	0
pof	0	100	0	0	0	26	0	0
pog	0	100	0	0	0	4	0	0
poi	7.227615965	92.77238403	0	0	67	860	0	0
pol	0	76.10619469	23.89380531	0	0	258	81	0
pom	0	98.98989899	1.01010101	0	0	98	1	0
pon	0	100	0	0	0	37	0	0
pop	0	38.21989529	61.2565445	0.523560209	0	73	117	1
por	5.928853755	82.21343874	11.46245059	0.395256917	60	832	116	4
pos	9.345794393	70.49399199	20.16021362	0	70	528	151	0
pot	7.865168539	77.41573034	14.71910112	0	140	1378	262	0
pov	3.649635036	14.96350365	81.38686131	0	10	41	223	0
poz	0	93.24324324	6.756756757	0	0	69	5	0
pra	0	84.21052632	15.35087719	0.438596491	0	192	35	1
pre	2.736928105	81.08660131	15.68627451	0.490196078	67	1985	384	12
pri	0	89.12052117	10.87947883	0	0	1368	167	0
pro	5.277874869	84.93533729	9.612023768	0.174764069	151	2430	275	5
pru	0	100	0	0	0	22	0	0
psi	0	0	100	0	0	0	8	0
pub	14.85148515	26.73267327	58.41584158	0	15	27	59	0
puf	0	100	0	0	0	24	0	0
pug	0	100	0	0	0	24	0	0
pul	0	98.05825243	1.941747573	0	0	101	2	0
pum	0	100	0	0	0	2	0	0
pun	0.934579439	96.72897196	2.336448598	0	4	414	10	0
pup	0	100	0	0	0	24	0	0
pur	8.673469388	90.81632653	0.510204082	0	17	178	1	0
puz	0	80	20	0	0	4	1	0
qua	2.828241123	95.64409579	1.527663088	0	137	4633	74	0
que	0	100	0	0	0	3011	0	0
qui	0	88.53211009	11.46788991	0	0	193	25	0
quo	0	100	0	0	0	36	0	0
rab	8.108108108	86.48648649	5.405405405	0	3	32	2	0
rac	5.432595573	77.86720322	16.29778672	0.402414487	27	387	81	2
rad	7.619047619	86.66666667	5.714285714	0	8	91	6	0
raf	0	93.75	6.25	0	0	45	3	0
rag	0.514933059	91.76107106	7.723995881	0	5	891	75	0
ral	11.11111111	72.22222222	16.66666667	0	2	13	3	0
ram	0	100	0	0	0	122	0	0
ran	0	98.48484848	1.515151515	0	0	130	2	0
rap	2.024291498	76.11336032	21.86234818	0	5	188	54	0
rar	0	84.375	15.625	0	0	27	5	0
ras	10.34482759	89.65517241	0	0	3	26	0	0
rat	50	0	50	0	1	0	1	0
raz	0	100	0	0	0	60	0	0
rea	37.23404255	60.63829787	2.127659574	0	70	114	4	0
rec	6.626506024	77.71084337	15.6626506	0	11	129	26	0
red	0	64.70588235	35.29411765	0	0	11	6	0
reg	1.351351351	87.64478764	10.42471042	0.579150579	7	454	54	3
rel	0	100	0	0	0	99	0	0
rem	0	95	5	0	0	38	2	0
ren	0.613496933	60.73619632	37.42331288	1.226993865	1	99	61	2
rep	23.25581395	23.25581395	53.48837209	0	10	10	23	0
res	9.813084112	74.53271028	15.65420561	0	42	319	67	0
ret	0	74.62686567	25.37313433	0	0	100	34	0
ria	11.9047619	79.76190476	7.142857143	1.19047619	10	67	6	1
rib	0	90.47619048	9.523809524	0	0	19	2	0
ric	3.238866397	81.57894737	15.18218623	0	32	806	150	0
rid	1.694915254	59.74576271	38.55932203	0	4	141	91	0
rie	9.401709402	77.77777778	12.82051282	0	11	91	15	0
rif	7.083333333	77.91666667	15	0	17	187	36	0
rig	0	81	19	0	0	81	19	0
ril	0	92	8	0	0	46	4	0
rim	2.919708029	79.8053528	17.27493917	0	12	328	71	0
rin	8.391608392	76.92307692	14.68531469	0	12	110	21	0
rio	0	50	40	10	0	5	4	1
rip	5.747126437	73.94636015	20.11494253	0.191570881	30	386	105	1
riq	0	100	0	0	0	9	0	0
ris	2.708124373	85.3560682	11.93580742	0	27	851	119	0
rit	7.397959184	87.24489796	5.357142857	0	29	342	21	0
riu	14.51247166	76.19047619	9.297052154	0	64	336	41	0
riv	4.214559387	83.14176245	12.64367816	0	11	217	33	0
riz	8.333333333	75	16.66666667	0	1	9	2	0
rob	36.60714286	63.39285714	0	0	41	71	0	0
roc	0	100	0	0	0	111	0	0
rod	0	100	0	0	0	6	0	0
rom	0.934579439	86.91588785	12.14953271	0	2	186	26	0
ron	0.806451613	70.96774194	28.22580645	0	1	88	35	0
ros	0.461893764	97.4595843	2.07852194	0	2	422	9	0
rot	2	81	17	0	2	81	17	0
rou	0	100	0	0	0	2	0	0
rov	8.860759494	87.34177215	3.797468354	0	7	69	3	0
roz	0	100	0	0	0	10	0	0
rub	4.032258065	92.74193548	3.225806452	0	5	115	4	0
rud	0	100	0	0	0	3	0	0
rug	6.060606061	93.93939394	0	0	2	31	0	0
rum	0	98.69281046	1.307189542	0	0	151	2	0
ruo	0	93.33333333	6.666666667	0	0	84	6	0
rur	0	100	0	0	0	8	0	0
rus	0	100	0	0	0	47	0	0
ruv	0	0	100	0	0	0	8	0
ruz	0	83.33333333	16.66666667	0	0	5	1	0
sab	0	56.17977528	43.82022472	0	0	50	39	0
sac	0.578034682	96.53179191	2.89017341	0	1	167	5	0
saf	0	100	0	0	0	2	0	0
sag	0	78.78787879	21.21212121	0	0	26	7	0
sal	6.329113924	88.03222094	5.638665132	0	55	765	49	0
sam	0	100	0	0	0	6	0	0
san	0.581395349	99.41860465	0	0	1	171	0	0
sap	2.761104442	93.27731092	3.961584634	0	23	777	33	0
sar	0	100	0	0	0	20	0	0
sas	0	100	0	0	0	81	0	0
sat	0	4.347826087	95.65217391	0	0	1	22	0
sba	7.142857143	84.18367347	8.673469388	0	14	165	17	0
sbo	0	100	0	0	0	9	0	0
sbr	0	77.27272727	22.72727273	0	0	34	10	0
sbu	21.73913043	56.52173913	21.73913043	0	5	13	5	0
sca	4.831625183	77.74524158	17.13030747	0.292825769	33	531	117	2
sce	1.234567901	74.56790123	24.19753086	0	5	302	98	0
sch	3.825136612	85.79234973	10.38251366	0	14	314	38	0
sci	1.724137931	80.2955665	17.24137931	0.738916256	7	326	70	3
sco	5.723542117	76.99784017	16.95464363	0.323974082	53	713	157	3
scr	1.229508197	73.7704918	24.79508197	0.204918033	6	360	121	1
scu	0.149253731	96.11940299	3.731343284	0	1	644	25	0
sdr	5.263157895	89.47368421	5.263157895	0	1	17	1	0
seb	0	100	0	0	0	17	0	0
sec	0	84.4017094	15.5982906	0	0	395	73	0
sed	0.760456274	89.35361217	9.885931559	0	2	235	26	0
seg	3.043478261	88.11594203	8.84057971	0	21	608	61	0
sei	0	100	0	0	0	17	0	0
sel	0	50	50	0	0	46	46	0
sem	1.372074253	84.58434221	13.96287328	0.08071025	17	1048	173	1
sen	4.045734389	92.26033421	3.693931398	0	46	1049	42	0
sep	1.538461538	93.84615385	4.615384615	0	1	61	3	0
seq	0	100	0	0	0	17	0	0
ser	3.557814485	88.18297332	8.259212198	0	28	694	65	0
ses	4.545454545	95.45454545	0	0	1	21	0	0
set	0	97.18309859	2.816901408	0	0	345	10	0
sev	0	90	10	0	0	18	2	0
sez	0	100	0	0	0	8	0	0
sfe	0	100	0	0	0	25	0	0
sfi	3.125	89.0625	7.8125	0	2	57	5	0
sfo	1.086956522	91.30434783	7.608695652	0	1	84	7	0
sfr	13.88888889	75	11.11111111	0	5	27	4	0
sfu	10	86.66666667	3.333333333	0	6	52	2	0
sga	7.692307692	92.30769231	0	0	1	12	0	0
sgh	0	66.66666667	33.33333333	0	0	4	2	0
sgr	0	52.38095238	47.61904762	0	0	11	10	0
sgu	0	100	0	0	0	64	0	0
sia	0	100	0	0	0	65	0	0
sib	22.22222222	44.44444444	33.33333333	0	2	4	3	0
sic	7.326007326	91.57509158	1.098901099	0	20	250	3	0
sie	0	100	0	0	0	23	0	0
sig	0.69124424	79.26267281	18.20276498	1.843317972	3	344	79	8
sil	0	94.57364341	5.426356589	0	0	122	7	0
sim	0	8.881578947	91.11842105	0	0	27	277	0
sin	0	75.30864198	24.69135802	0	0	183	60	0
sir	0	100	0	0	0	43	0	0
sis	3.875968992	94.57364341	1.550387597	0	5	122	2	0
sit	0	100	0	0	0	95	0	0
sla	0	100	0	0	0	10	0	0
sle	0	100	0	0	0	3	0	0
sli	0	100	0	0	0	16	0	0
slo	0	100	0	0	0	5	0	0
slu	0	100	0	0	0	17	0	0
sma	21.05263158	73.68421053	5.263157895	0	4	14	1	0
sme	0	53.94736842	46.05263158	0	0	41	35	0
smo	0	100	0	0	0	7	0	0
smu	0	20	80	0	0	1	4	0
sne	0	100	0	0	0	4	0	0
soa	0	100	0	0	0	4	0	0
soc	34.28571429	64.76190476	0.952380952	0	36	68	1	0
sod	0	100	0	0	0	58	0	0
sof	6.024096386	78.91566265	15.06024096	0	10	131	25	0
sog	0.858369099	96.99570815	2.145922747	0	2	226	5	0
sol	0.488864747	93.59043998	5.920695274	0	9	1723	109	0
som	0	92.98245614	7.01754386	0	0	53	4	0
son	0	99.00990099	0.99009901	0	0	100	1	0
sop	0	94.25981873	5.740181269	0	0	312	19	0
sor	0.425531915	91.70212766	7.872340426	0	2	431	37	0
sos	2.135231317	87.54448399	10.3202847	0	6	246	29	0
sot	2.727272727	89.09090909	8.181818182	0	15	490	45	0
sov	0	76.36363636	23.63636364	0	0	42	13	0
spa	3.86996904	87.46130031	8.66873065	0	25	565	56	0
spe	2.235772358	86.99186992	10.77235772	0	22	856	106	0
spi	5.202312139	79.19075145	15.41425819	0.192678227	27	411	80	1
spl	0	27.90697674	72.09302326	0	0	24	62	0
spo	2.631578947	83.45864662	13.90977444	0	7	222	37	0
spr	9.259259259	83.33333333	7.407407407	0	5	45	4	0
spu	12.30769231	70.76923077	16.92307692	0	8	46	11	0
squ	1.162790698	98.8372093	0	0	1	85	0	0
sss	0	100	0	0	0	6	0	0
sst	0	100	0	0	0	14	0	0
sta	2.045877247	93.18040918	4.773713577	0	33	1503	77	0
ste	0	97.82945736	2.170542636	0	0	631	14	0
sti	1.176470588	89.41176471	9.411764706	0	1	76	8	0
sto	0.215517241	85.12931034	14.65517241	0	1	395	68	0
str	1.039861352	94.71403813	4.24610052	0	12	1093	49	0
stu	2.040816327	83.67346939	14.28571429	0	7	287	49	0
sub	0.456621005	2.511415525	97.03196347	0	2	11	425	0
suc	2.160493827	91.04938272	6.790123457	0	7	295	22	0
sud	0	87.5	12.5	0	0	35	5	0
suf	0	100	0	0	0	15	0	0
sug	10.81081081	62.16216216	27.02702703	0	4	23	10	0
sul	0	100	0	0	0	674	0	0
suo	0.354767184	99.29046563	0.354767184	0	8	2239	8	0
sup	1.351351351	92.90540541	5.743243243	0	4	275	17	0
sus	16.66666667	66.66666667	16.66666667	0	6	24	6	0
sva	18.75	75	6.25	0	3	12	1	0
sve	6.722689076	87.81512605	5.462184874	0	16	209	13	0
svi	11.26760563	73.23943662	15.49295775	0	8	52	11	0
svo	7.142857143	58.57142857	34.28571429	0	5	41	24	0
svu	12.5	75	12.5	0	1	6	1	0
tab	0	100	0	0	0	28	0	0
tac	0	91.78082192	8.219178082	0	0	67	6	0
tag	4.054054054	90.54054054	5.405405405	0	6	134	8	0
tal	0	100	0	0	0	165	0	0
tam	0	95.65217391	4.347826087	0	0	22	1	0
tan	0	98.33333333	1.666666667	0	0	826	14	0
tap	0	98.11320755	1.886792453	0	0	52	1	0
tar	1.687763713	97.89029536	0.421940928	0	4	232	1	0
tas	0	100	0	0	0	80	0	0
tat	0	100	0	0	0	12	0	0
tav	0	20.42253521	79.57746479	0	0	29	113	0
tax	0	100	0	0	0	10	0	0
taz	0	100	0	0	0	41	0	0
tea	0	100	0	0	0	41	0	0
tec	0	15.68627451	84.31372549	0	0	8	43	0
ted	0	100	0	0	0	33	0	0
teg	0	35.71428571	64.28571429	0	0	5	9	0
tel	0.823045267	69.13580247	29.62962963	0.411522634	2	168	72	1
tem	0.124069479	99.25558313	0.620347395	0	1	800	5	0
ten	6.602254428	74.07407407	19.00161031	0.322061192	41	460	118	2
teo	0	100	0	0	0	19	0	0
tep	0	100	0	0	0	4	0	0
ter	0.274473925	87.64867338	11.80237877	0.274473925	3	958	129	3
tes	0	98.82154882	1.178451178	0	0	587	7	0
tet	0	100	0	0	0	97	0	0
tic	0	100	0	0	0	4	0	0
tie	0	0	100	0	0	0	18	0
tif	0	100	0	0	0	17	0	0
tig	0	100	0	0	0	68	0	0
tim	0	50	50	0	0	16	16	0
tin	0	100	0	0	0	47	0	0
tip	0	87.86127168	12.13872832	0	0	152	21	0
tir	15.38461538	73.33333333	11.28205128	0	30	143	22	0
tit	0	0	100	0	0	0	35	0
toc	13.04347826	80.43478261	6.52173913	0	18	111	9	0
tog	1.030927835	56.70103093	41.2371134	1.030927835	1	55	40	1
tom	0	97.05882353	2.941176471	0	0	33	1	0
ton	0	100	0	0	0	84	0	0
top	0	100	0	0	0	314	0	0
tor	10.23738872	83.67952522	6.083086053	0	69	564	41	0
tos	7.692307692	61.53846154	30.76923077	0	1	8	4	0
tot	0	100	0	0	0	31	0	0
toz	0	100	0	0	0	5	0	0
tra	4.144144144	80.72072072	15.13513514	0	46	896	168	0
tre	0.445103858	95.99406528	3.560830861	0	3	647	24	0
tri	13.54166667	69.79166667	16.66666667	0	26	134	32	0
tro	5.663567202	84.69991547	9.636517329	0	67	1002	114	0
tru	0	100	0	0	0	44	0	0
tsk	0	100	0	0	0	42	0	0
tub	0	100	0	0	0	28	0	0
tuf	15.78947368	65.78947368	18.42105263	0	6	25	7	0
tul	0	100	0	0	0	22	0	0
tum	0	100	0	0	0	8	0	0
tun	0	100	0	0	0	5	0	0
tuo	0	100	0	0	0	786	0	0
tur	0	88.99082569	11.00917431	0	0	97	12	0
tut	0.686416185	99.31358382	0	0	19	2749	0	0
uac	0	100	0	0	0	23	0	0
uao	0	100	0	0	0	31	0	0
uau	0	100	0	0	0	16	0	0
ubb	0	90.47619048	9.523809524	0	0	19	2	0
ubr	0	100	0	0	0	8	0	0
ucc	1.418439716	85.46099291	13.12056738	0	4	241	37	0
udi	24.05063291	67.08860759	8.860759494	0	19	53	7	0
uff	0	100	0	0	0	130	0	0
ugh	0	100	0	0	0	13	0	0
ugu	1.694915254	98.30508475	0	0	2	116	0	0
uli	0	100	0	0	0	3	0	0
ult	0	3.347280335	96.65271967	0	0	8	231	0
ulu	0	60	40	0	0	3	2	0
uma	22.66666667	77.33333333	0	0	17	58	0	0
umi	23.07692308	0	76.92307692	0	12	0	40	0
umo	10	90	0	0	1	9	0	0
un'	100	0	0	0	471	0	0	0
und	0	0	100	0	0	0	43	0
ung	0	100	0	0	0	8	0	0
uni	17.60797342	41.5282392	40.86378738	0	53	125	123	0
uno	0	100	0	0	0	869	0	0
uom	0	65.58345643	34.41654357	0	0	444	233	0
uov	0	100	0	0	0	107	0	0
ura	0	100	0	0	0	33	0	0
urb	0	100	0	0	0	11	0	0
urg	0	100	0	0	0	10	0	0
url	9.090909091	90.90909091	0	0	4	40	0	0
urr	100	0	0	0	37	0	0	0
urt	14.28571429	57.14285714	28.57142857	0	2	8	4	0
usa	4.347826087	80.43478261	15.2173913	0	12	222	42	0
usc	13.74269006	73.97660819	12.28070175	0	47	253	42	0
usi	14.28571429	85.71428571	0	0	1	6	0	0
uso	0	100	0	0	0	61	0	0
uti	1.639344262	39.3442623	59.01639344	0	2	48	72	0
uva	0	100	0	0	0	31	0	0
vac	0	100	0	0	0	98	0	0
vag	0	79.16666667	20.83333333	0	0	19	5	0
val	0.416666667	91.66666667	7.916666667	0	1	220	19	0
van	0	96.875	3.125	0	0	31	1	0
vap	4	96	0	0	2	48	0	0
var	11.20689655	82.75862069	6.034482759	0	13	96	7	0
vas	0	99.29078014	0.709219858	0	0	140	1	0
vec	0	99.52038369	0.479616307	0	0	415	2	0
ved	1.438398999	92.62038774	5.941213258	0	23	1481	95	0
veg	2.325581395	93.02325581	4.651162791	0	1	40	2	0
vei	0	0	100	0	0	0	11	0
vel	25.10288066	71.60493827	3.29218107	0	61	174	8	0
ven	5.859375	77.01822917	17.05729167	0.065104167	90	1183	262	1
ver	5.139664804	90.61452514	4.022346369	0.223463687	46	811	36	2
VER	0	99.54853273	0.451467269	0	0	441	2	0
ves	1.507537688	95.47738693	3.015075377	0	3	190	6	0
vet	0	100	0	0	0	137	0	0
via	0.280898876	99.01685393	0.702247191	0	2	705	5	0
vic	0	98.15384615	1.846153846	0	0	319	6	0
vid	0	17.64705882	82.35294118	0	0	3	14	0
vie	0	90.47619048	9.523809524	0	0	19	2	0
vig	0	58.44155844	41.55844156	0	0	45	32	0
vil	0	100	0	0	0	171	0	0
vim	0	0	100	0	0	0	7	0
vin	4.255319149	74.46808511	21.27659574	0	10	175	50	0
vio	0	98.87640449	1.123595506	0	0	88	1	0
vip	0	0	100	0	0	0	7	0
vir	0	0	100	0	0	0	17	0
vis	0.418410042	76.9874477	22.59414226	0	1	184	54	0
vit	0.224719101	97.07865169	2.696629213	0	1	432	12	0
viv	0.811688312	58.76623377	40.42207792	0	5	362	249	0
viz	0	100	0	0	0	9	0	0
voc	0	97.05882353	2.941176471	0	0	264	8	0
vog	0	100	0	0	0	56	0	0
voi	0	100	0	0	0	384	0	0
vol	3.481781377	91.74089069	4.777327935	0	86	2266	118	0
vos	0	100	0	0	0	274	0	0
vot	3.333333333	96.66666667	0	0	1	29	0	0
vul	0	63.88888889	36.11111111	0	0	23	13	0
vuo	1.298701299	97.4025974	1.298701299	0	1	75	1	0
zai	0	100	0	0	0	9	0	0
zam	4.444444444	95.55555556	0	0	2	43	0	0
zan	0	100	0	0	0	9	0	0
zap	0	100	0	0	0	5	0	0
zeb	0	100	0	0	0	5	0	0
zer	0	100	0	0	0	27	0	0
zin	0	0	100	0	0	0	7	0
zio	0	100	0	0	0	729	0	0
zit	0	100	0	0	0	47	0	0
zoc	0	0	100	0	0	0	8	0
zon	0	100	0	0	0	98	0	0
zoo	0	78.78787879	21.21212121	0	0	26	7	0
zuc	0	34.48275862	65.51724138	0	0	20	38	0
zup	0	100	0	0	0	13	0	0
