3lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
blo	8.333333333	83.33333333	8.333333333	NA	1	10	1	NA
boc	NA	100	NA	NA	NA	10	NA	NA
bol	14.28571429	85.71428571	NA	NA	1	6	NA	NA
bom	NA	100	NA	NA	NA	4	NA	NA
bon	100	NA	NA	NA	1	NA	NA	NA
bor	7.142857143	92.85714286	NA	NA	1	13	NA	NA
bos	NA	100	NA	NA	NA	4	NA	NA
bot	NA	100	NA	NA	NA	15	NA	NA
box	NA	100	NA	NA	NA	1	NA	NA
boy	NA	100	NA	NA	NA	1	NA	NA
bra	5.882352941	76.47058824	17.64705882	NA	1	13	3	NA
bre	NA	85.71428571	14.28571429	NA	NA	6	1	NA
bri	10.71428571	50	39.28571429	NA	3	14	11	NA
bro	6.25	75	18.75	NA	1	12	3	NA
brr	NA	100	NA	NA	NA	1	NA	NA
bru	8.823529412	76.47058824	14.70588235	NA	3	26	5	NA
bua	NA	100	NA	NA	NA	1	NA	NA
buc	NA	92.85714286	7.142857143	NA	NA	13	1	NA
bud	NA	100	NA	NA	NA	2	NA	NA
bue	NA	100	NA	NA	NA	2	NA	NA
buf	NA	62.5	37.5	NA	NA	5	3	NA
bug	NA	100	NA	NA	NA	4	NA	NA
bui	NA	100	NA	NA	NA	3	NA	NA
buo	NA	75	25	NA	NA	6	2	NA
bur	NA	100	NA	NA	NA	6	NA	NA
bus	12.5	75	12.5	NA	2	12	2	NA
but	11.11111111	62.96296296	22.22222222	3.703703704	3	17	6	1
buu	NA	100	NA	NA	NA	1	NA	NA
cab	NA	100	NA	NA	NA	2	NA	NA
cac	7.142857143	71.42857143	21.42857143	NA	2	20	6	NA
cad	3.448275862	82.75862069	13.79310345	NA	1	24	4	NA
caf	25	75	NA	NA	1	3	NA	NA
cal	8.139534884	67.44186047	24.41860465	NA	7	58	21	NA
cam	7	84	9	NA	7	84	9	NA
can	6.896551724	83.90804598	9.195402299	NA	6	73	8	NA
cao	NA	100	NA	NA	NA	1	NA	NA
cap	7.692307692	79.12087912	13.18681319	NA	7	72	12	NA
car	0.980392157	73.52941176	24.50980392	0.980392157	1	75	25	1
cas	4.166666667	95.83333333	NA	NA	2	46	NA	NA
cat	4.651162791	65.11627907	30.23255814	NA	2	28	13	NA
cau	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
cav	7.317073171	68.29268293	24.3902439	NA	3	28	10	NA
ced	15.38461538	53.84615385	30.76923077	NA	2	7	4	NA
cel	5.882352941	64.70588235	29.41176471	NA	1	11	5	NA
cem	NA	100	NA	NA	NA	1	NA	NA
cen	NA	74.19354839	25.80645161	NA	NA	23	8	NA
cep	NA	100	NA	NA	NA	1	NA	NA
cer	6.349206349	68.25396825	25.3968254	NA	4	43	16	NA
ces	5.555555556	77.77777778	16.66666667	NA	1	14	3	NA
chi	6.329113924	58.86075949	32.91139241	1.898734177	10	93	52	3
cia	16.66666667	83.33333333	NA	NA	1	5	NA	NA
cib	16.66666667	50	33.33333333	NA	1	3	2	NA
cic	NA	100	NA	NA	NA	14	NA	NA
cie	NA	100	NA	NA	NA	5	NA	NA
cif	NA	100	NA	NA	NA	2	NA	NA
cig	NA	100	NA	NA	NA	5	NA	NA
cil	NA	100	NA	NA	NA	9	NA	NA
cim	NA	100	NA	NA	NA	5	NA	NA
cin	10.71428571	64.28571429	25	NA	3	18	7	NA
cio	12.5	50	37.5	NA	1	4	3	NA
cip	NA	100	NA	NA	NA	5	NA	NA
cir	NA	66.66666667	29.62962963	3.703703704	NA	18	8	1
cit	16.66666667	66.66666667	16.66666667	NA	2	8	2	NA
ciu	NA	100	NA	NA	NA	3	NA	NA
civ	16.66666667	66.66666667	16.66666667	NA	1	4	1	NA
cla	NA	76.47058824	23.52941176	NA	NA	13	4	NA
cli	NA	100	NA	NA	NA	4	NA	NA
clo	NA	100	NA	NA	NA	1	NA	NA
cob	NA	100	NA	NA	NA	1	NA	NA
coc	12.5	87.5	NA	NA	1	7	NA	NA
cod	16.66666667	50	33.33333333	NA	1	3	2	NA
cof	NA	100	NA	NA	NA	1	NA	NA
cog	NA	56.25	43.75	NA	NA	9	7	NA
coi	NA	50	50	NA	NA	2	2	NA
col	4.347826087	76.08695652	17.39130435	2.173913043	6	105	24	3
com	8.496732026	69.60784314	20.26143791	1.633986928	26	213	62	5
con	6.841046278	74.24547284	18.10865191	0.804828974	34	369	90	4
cop	5.882352941	82.35294118	11.76470588	NA	2	28	4	NA
cor	0.877192982	83.33333333	15.78947368	NA	1	95	18	NA
cos	6.504065041	70.73170732	22.76422764	NA	8	87	28	NA
cot	NA	100	NA	NA	NA	5	NA	NA
cov	20	80	NA	NA	1	4	NA	NA
coz	NA	100	NA	NA	NA	1	NA	NA
cra	NA	100	NA	NA	NA	5	NA	NA
cre	4.597701149	73.56321839	21.83908046	NA	4	64	19	NA
cri	NA	100	NA	NA	NA	12	NA	NA
cro	16.66666667	66.66666667	16.66666667	NA	2	8	2	NA
cru	12.5	87.5	NA	NA	1	7	NA	NA
cub	NA	100	NA	NA	NA	2	NA	NA
cuc	9.375	75	15.625	NA	3	24	5	NA
cuf	NA	100	NA	NA	NA	2	NA	NA
cug	NA	100	NA	NA	NA	6	NA	NA
cui	NA	100	NA	NA	NA	1	NA	NA
cul	NA	100	NA	NA	NA	6	NA	NA
cum	NA	NA	100	NA	NA	NA	2	NA
cuo	NA	75	25	NA	NA	12	4	NA
cup	NA	100	NA	NA	NA	3	NA	NA
cur	11.53846154	84.61538462	3.846153846	NA	3	22	1	NA
cus	NA	100	NA	NA	NA	9	NA	NA
dad	NA	100	NA	NA	NA	3	NA	NA
dai	NA	50	50	NA	NA	1	1	NA
dam	NA	100	NA	NA	NA	4	NA	NA
dan	7.692307692	76.92307692	15.38461538	NA	2	20	4	NA
dap	NA	100	NA	NA	NA	2	NA	NA
dar	4.109589041	54.79452055	36.98630137	4.109589041	3	40	27	3
dat	NA	100	NA	NA	NA	4	NA	NA
dav	NA	100	NA	NA	NA	4	NA	NA
dea	NA	100	NA	NA	NA	1	NA	NA
deb	NA	55.55555556	44.44444444	NA	NA	5	4	NA
dec	8.163265306	63.26530612	28.57142857	NA	4	31	14	NA
ded	6.666666667	53.33333333	26.66666667	13.33333333	1	8	4	2
def	5.263157895	89.47368421	5.263157895	NA	1	17	1	NA
deg	NA	100	NA	NA	NA	4	NA	NA
del	NA	90	10	NA	NA	27	3	NA
dem	NA	NA	100	NA	NA	NA	2	NA
den	6.666666667	86.66666667	6.666666667	NA	1	13	1	NA
dep	NA	64.28571429	28.57142857	7.142857143	NA	9	4	1
der	NA	92.30769231	7.692307692	NA	NA	12	1	NA
des	3.225806452	75.80645161	16.12903226	4.838709677	2	47	10	3
det	4.545454545	86.36363636	4.545454545	4.545454545	1	19	1	1
dev	NA	80	20	NA	NA	4	1	NA
dia	NA	50	50	NA	NA	8	8	NA
dic	9.090909091	90.90909091	NA	NA	1	10	NA	NA
did	NA	NA	100	NA	NA	NA	2	NA
die	NA	100	NA	NA	NA	4	NA	NA
dif	2.272727273	52.27272727	45.45454545	NA	1	23	20	NA
dig	9.090909091	90.90909091	NA	NA	1	10	NA	NA
dil	14.28571429	85.71428571	NA	NA	1	6	NA	NA
dim	9.090909091	68.18181818	19.6969697	3.03030303	6	45	13	2
din	NA	57.14285714	42.85714286	NA	NA	4	3	NA
dip	NA	72.22222222	27.77777778	NA	NA	13	5	NA
dir	3.370786517	69.66292135	26.96629213	NA	3	62	24	NA
dis	2.941176471	78.99159664	17.64705882	0.420168067	7	188	42	1
dit	NA	100	NA	NA	NA	5	NA	NA
div	9.166666667	72.5	18.33333333	NA	11	87	22	NA
dli	NA	100	NA	NA	NA	1	NA	NA
doc	NA	80	20	NA	NA	4	1	NA
dod	NA	NA	100	NA	NA	NA	1	NA
dol	10	65	25	NA	2	13	5	NA
dom	4.761904762	61.9047619	30.95238095	2.380952381	2	26	13	1
don	11.11111111	66.66666667	22.22222222	NA	3	18	6	NA
dop	NA	100	NA	NA	NA	3	NA	NA
dor	12.5	81.25	6.25	NA	4	26	2	NA
dos	NA	100	NA	NA	NA	3	NA	NA
dot	15.38461538	84.61538462	NA	NA	2	11	NA	NA
dov	10.20408163	75.51020408	14.28571429	NA	5	37	7	NA
doz	NA	100	NA	NA	NA	2	NA	NA
dra	NA	50	50	NA	NA	3	3	NA
dri	NA	100	NA	NA	NA	9	NA	NA
dro	NA	80	20	NA	NA	4	1	NA
dub	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
duc	NA	100	NA	NA	NA	3	NA	NA
due	NA	100	NA	NA	NA	3	NA	NA
dun	NA	100	NA	NA	NA	3	NA	NA
duo	NA	100	NA	NA	NA	1	NA	NA
dur	9.523809524	61.9047619	28.57142857	NA	2	13	6	NA
ebb	NA	100	NA	NA	NA	1	NA	NA
ebr	NA	100	NA	NA	NA	3	NA	NA
ecc	NA	63.33333333	36.66666667	NA	NA	19	11	NA
ecl	NA	100	NA	NA	NA	2	NA	NA
eco	NA	33.33333333	66.66666667	NA	NA	3	6	NA
ede	NA	NA	100	NA	NA	NA	1	NA
edi	NA	66.66666667	33.33333333	NA	NA	4	2	NA
edu	12.5	87.5	NA	NA	1	7	NA	NA
eff	NA	84.61538462	15.38461538	NA	NA	11	2	NA
egi	NA	100	NA	NA	NA	4	NA	NA
egl	NA	100	NA	NA	NA	1	NA	NA
ego	NA	100	NA	NA	NA	1	NA	NA
ehi	50	50	NA	NA	1	1	NA	NA
ela	NA	NA	100	NA	NA	NA	2	NA
ele	1.960784314	58.82352941	39.21568627	NA	1	30	20	NA
eli	11.11111111	44.44444444	44.44444444	NA	1	4	4	NA
elm	NA	100	NA	NA	NA	2	NA	NA
ema	20	60	20	NA	1	3	1	NA
eme	NA	80	20	NA	NA	16	4	NA
emi	NA	83.33333333	16.66666667	NA	NA	5	1	NA
emo	11.11111111	77.77777778	11.11111111	NA	1	7	1	NA
enc	NA	100	NA	NA	NA	2	NA	NA
ene	NA	33.33333333	66.66666667	NA	NA	2	4	NA
eni	NA	100	NA	NA	NA	2	NA	NA
eno	NA	100	NA	NA	NA	2	NA	NA
ent	8.333333333	80.55555556	11.11111111	NA	3	29	4	NA
enu	NA	100	NA	NA	NA	2	NA	NA
epi	NA	100	NA	NA	NA	2	NA	NA
epo	NA	NA	100	NA	NA	NA	2	NA
epp	NA	100	NA	NA	NA	1	NA	NA
equ	NA	66.66666667	33.33333333	NA	NA	4	2	NA
era	NA	100	NA	NA	NA	2	NA	NA
erb	NA	100	NA	NA	NA	10	NA	NA
ere	NA	83.33333333	NA	16.66666667	NA	5	NA	1
erm	NA	100	NA	NA	NA	2	NA	NA
ero	NA	100	NA	NA	NA	6	NA	NA
err	NA	100	NA	NA	NA	2	NA	NA
eru	NA	100	NA	NA	NA	2	NA	NA
esa	6.25	87.5	6.25	NA	2	28	2	NA
esc	5.555555556	72.22222222	22.22222222	NA	1	13	4	NA
ese	8.571428571	74.28571429	14.28571429	2.857142857	3	26	5	1
esi	6.12244898	69.3877551	24.48979592	NA	3	34	12	NA
esp	3.174603175	73.01587302	23.80952381	NA	2	46	15	NA
ess	3.571428571	64.28571429	32.14285714	NA	2	36	18	NA
est	4	66	30	NA	2	33	15	NA
eta	100	NA	NA	NA	1	NA	NA	NA
ete	NA	100	NA	NA	NA	3	NA	NA
eti	NA	100	NA	NA	NA	2	NA	NA
etr	NA	100	NA	NA	NA	3	NA	NA
ett	NA	50	50	NA	NA	2	2	NA
eur	NA	100	NA	NA	NA	4	NA	NA
eva	12.5	50	25	12.5	1	4	2	1
eve	NA	100	NA	NA	NA	2	NA	NA
evi	17.64705882	70.58823529	5.882352941	5.882352941	3	12	1	1
evo	NA	71.42857143	28.57142857	NA	NA	5	2	NA
evv	NA	100	NA	NA	NA	1	NA	NA
ext	NA	100	NA	NA	NA	2	NA	NA
fab	6.25	62.5	25	6.25	1	10	4	1
fac	11.76470588	58.82352941	23.52941176	5.882352941	2	10	4	1
fag	NA	100	NA	NA	NA	4	NA	NA
fal	11.11111111	88.88888889	NA	NA	2	16	NA	NA
FAL	NA	100	NA	NA	NA	4	NA	NA
fam	NA	91.66666667	8.333333333	NA	NA	11	1	NA
fan	NA	78.125	21.875	NA	NA	25	7	NA
far	1.960784314	58.82352941	38.23529412	0.980392157	2	60	39	1
fas	NA	88.88888889	11.11111111	NA	NA	8	1	NA
fat	NA	96	4	NA	NA	24	1	NA
fau	NA	100	NA	NA	NA	1	NA	NA
fav	8.695652174	60.86956522	30.43478261	NA	2	14	7	NA
faz	NA	100	NA	NA	NA	3	NA	NA
feb	NA	100	NA	NA	NA	2	NA	NA
fed	NA	60	40	NA	NA	3	2	NA
feg	NA	NA	100	NA	NA	NA	1	NA
fel	11.11111111	88.88888889	NA	NA	1	8	NA	NA
fem	NA	60	40	NA	NA	3	2	NA
fen	NA	66.66666667	33.33333333	NA	NA	4	2	NA
fer	5.970149254	73.13432836	20.89552239	NA	4	49	14	NA
fes	NA	90.47619048	9.523809524	NA	NA	19	2	NA
fet	NA	100	NA	NA	NA	3	NA	NA
fia	NA	88.23529412	11.76470588	NA	NA	15	2	NA
fib	NA	100	NA	NA	NA	2	NA	NA
fic	12.5	75	12.5	NA	1	6	1	NA
fid	5.555555556	77.77777778	16.66666667	NA	1	14	3	NA
fie	NA	87.5	12.5	NA	NA	7	1	NA
fig	3.448275862	79.31034483	17.24137931	NA	1	23	5	NA
fil	6.666666667	76.66666667	16.66666667	NA	2	23	5	NA
fin	8.695652174	72.46376812	18.84057971	NA	6	50	13	NA
fio	NA	90	10	NA	NA	18	2	NA
fir	16.66666667	66.66666667	16.66666667	NA	2	8	2	NA
fis	5.714285714	62.85714286	31.42857143	NA	2	22	11	NA
fit	NA	80	20	NA	NA	4	1	NA
fiu	NA	75	25	NA	NA	3	1	NA
fla	NA	100	NA	NA	NA	2	NA	NA
flo	NA	100	NA	NA	NA	2	NA	NA
flu	NA	100	NA	NA	NA	1	NA	NA
foc	NA	100	NA	NA	NA	3	NA	NA
fod	NA	NA	100	NA	NA	NA	1	NA
fog	NA	100	NA	NA	NA	10	NA	NA
fol	NA	100	NA	NA	NA	7	NA	NA
fon	4	80	16	NA	1	20	4	NA
for	5.102040816	70.40816327	24.48979592	NA	5	69	24	NA
fos	NA	71.42857143	28.57142857	NA	NA	5	2	NA
fot	7.692307692	53.84615385	38.46153846	NA	1	7	5	NA
fra	2.631578947	76.31578947	21.05263158	NA	1	29	8	NA
fre	2.941176471	85.29411765	11.76470588	NA	1	29	4	NA
fri	NA	75	25	NA	NA	9	3	NA
fro	NA	66.66666667	33.33333333	NA	NA	4	2	NA
fru	7.142857143	85.71428571	7.142857143	NA	1	12	1	NA
fuc	NA	100	NA	NA	NA	3	NA	NA
fug	12.5	70.83333333	16.66666667	NA	3	17	4	NA
ful	16.66666667	50	33.33333333	NA	1	3	2	NA
fum	NA	90.90909091	9.090909091	NA	NA	10	1	NA
fun	10.52631579	84.21052632	5.263157895	NA	2	16	1	NA
fuo	NA	100	NA	NA	NA	3	NA	NA
fur	NA	95.65217391	4.347826087	NA	NA	22	1	NA
fus	NA	100	NA	NA	NA	8	NA	NA
fut	NA	100	NA	NA	NA	10	NA	NA
gab	NA	100	NA	NA	NA	6	NA	NA
gai	NA	100	NA	NA	NA	3	NA	NA
gal	9.090909091	81.81818182	9.090909091	NA	2	18	2	NA
gam	NA	71.42857143	28.57142857	NA	NA	5	2	NA
gar	11.11111111	61.11111111	27.77777778	NA	2	11	5	NA
gas	NA	100	NA	NA	NA	2	NA	NA
gat	NA	100	NA	NA	NA	7	NA	NA
gel	5.555555556	72.22222222	22.22222222	NA	1	13	4	NA
gem	NA	88.88888889	11.11111111	NA	NA	8	1	NA
gen	3.571428571	78.57142857	17.85714286	NA	1	22	5	NA
geo	NA	33.33333333	66.66666667	NA	NA	2	4	NA
ger	NA	100	NA	NA	NA	6	NA	NA
ges	NA	100	NA	NA	NA	4	NA	NA
get	8.333333333	66.66666667	25	NA	2	16	6	NA
ghe	NA	100	NA	NA	NA	2	NA	NA
ghi	NA	100	NA	NA	NA	16	NA	NA
gia	NA	96.2962963	3.703703704	NA	NA	26	1	NA
gig	NA	100	NA	NA	NA	8	NA	NA
gin	NA	75	25	NA	NA	3	1	NA
gio	9.333333333	73.33333333	17.33333333	NA	7	55	13	NA
gir	6.25	78.125	15.625	NA	2	25	5	NA
git	NA	100	NA	NA	NA	2	NA	NA
giu	3.125	68.75	25	3.125	2	44	16	2
gla	NA	100	NA	NA	NA	2	NA	NA
gli	NA	100	NA	NA	NA	1	NA	NA
glo	NA	71.42857143	28.57142857	NA	NA	5	2	NA
gno	NA	100	NA	NA	NA	4	NA	NA
gob	NA	100	NA	NA	NA	2	NA	NA
goc	NA	100	NA	NA	NA	4	NA	NA
god	7.692307692	69.23076923	23.07692308	NA	1	9	3	NA
gol	NA	100	NA	NA	NA	9	NA	NA
gom	NA	33.33333333	66.66666667	NA	NA	2	4	NA
gon	6.666666667	73.33333333	20	NA	1	11	3	NA
gor	NA	100	NA	NA	NA	1	NA	NA
got	NA	100	NA	NA	NA	1	NA	NA
gov	NA	88.88888889	11.11111111	NA	NA	8	1	NA
gra	4.395604396	76.92307692	18.68131868	NA	4	70	17	NA
gre	NA	100	NA	NA	NA	11	NA	NA
gri	4.166666667	83.33333333	12.5	NA	1	20	3	NA
gro	NA	100	NA	NA	NA	8	NA	NA
grr	NA	100	NA	NA	NA	2	NA	NA
gru	NA	100	NA	NA	NA	2	NA	NA
gua	9.574468085	69.14893617	20.21276596	1.063829787	9	65	19	1
gue	NA	100	NA	NA	NA	4	NA	NA
guf	NA	100	NA	NA	NA	2	NA	NA
gui	5.882352941	82.35294118	11.76470588	NA	1	14	2	NA
gul	NA	100	NA	NA	NA	1	NA	NA
gus	NA	85.71428571	14.28571429	NA	NA	12	2	NA
hob	NA	100	NA	NA	NA	1	NA	NA
hom	NA	100	NA	NA	NA	1	NA	NA
hot	100	NA	NA	NA	1	NA	NA	NA
ide	13.33333333	60	26.66666667	NA	2	9	4	NA
ido	NA	NA	100	NA	NA	NA	2	NA
idr	NA	50	50	NA	NA	1	1	NA
ier	NA	100	NA	NA	NA	1	NA	NA
igi	NA	NA	100	NA	NA	NA	2	NA
ign	12.5	75	12.5	NA	1	6	1	NA
iii	NA	100	NA	NA	NA	1	NA	NA
ill	2.941176471	73.52941176	20.58823529	2.941176471	1	25	7	1
imb	9.302325581	76.74418605	13.95348837	NA	4	33	6	NA
imi	NA	63.63636364	27.27272727	9.090909091	NA	7	3	1
imm	3.773584906	69.81132075	26.41509434	NA	2	37	14	NA
imp	6.153846154	75.8974359	17.94871795	NA	12	148	35	NA
ina	NA	100	NA	NA	NA	1	NA	NA
inc	6.329113924	74.05063291	18.98734177	0.632911392	10	117	30	1
ind	5.357142857	71.42857143	19.64285714	3.571428571	6	80	22	4
inf	7.575757576	78.78787879	13.63636364	NA	5	52	9	NA
ing	4.615384615	84.61538462	10.76923077	NA	3	55	7	NA
ini	8	76	16	NA	2	19	4	NA
inn	3.448275862	72.4137931	24.13793103	NA	1	21	7	NA
ino	7.692307692	61.53846154	30.76923077	NA	1	8	4	NA
inq	NA	90	10	NA	NA	9	1	NA
ins	9.523809524	69.04761905	21.42857143	NA	8	58	18	NA
int	3.105590062	75.77639752	20.49689441	0.621118012	5	122	33	1
inu	NA	33.33333333	66.66666667	NA	NA	1	2	NA
inv	4.255319149	76.59574468	19.14893617	NA	4	72	18	NA
inz	NA	100	NA	NA	NA	2	NA	NA
ipo	NA	NA	100	NA	NA	NA	1	NA
ipp	NA	NA	100	NA	NA	NA	1	NA
ira	NA	100	NA	NA	NA	1	NA	NA
irr	15.38461538	76.92307692	NA	7.692307692	2	10	NA	1
isc	8.333333333	50	41.66666667	NA	1	6	5	NA
iso	NA	71.42857143	28.57142857	NA	NA	5	2	NA
isp	NA	100	NA	NA	NA	9	NA	NA
iss	NA	62.5	37.5	NA	NA	5	3	NA
ist	NA	100	NA	NA	NA	12	NA	NA
ita	NA	100	NA	NA	NA	4	NA	NA
iti	NA	100	NA	NA	NA	1	NA	NA
jea	NA	100	NA	NA	NA	1	NA	NA
jun	NA	100	NA	NA	NA	1	NA	NA
lab	NA	100	NA	NA	NA	8	NA	NA
lac	NA	37.5	62.5	NA	NA	3	5	NA
lad	NA	100	NA	NA	NA	3	NA	NA
lag	14.28571429	85.71428571	NA	NA	1	6	NA	NA
lam	3.225806452	80.64516129	16.12903226	NA	1	25	5	NA
lan	7.142857143	78.57142857	14.28571429	NA	2	22	4	NA
lar	NA	100	NA	NA	NA	4	NA	NA
las	7.575757576	54.54545455	36.36363636	1.515151515	5	36	24	1
lat	NA	84.61538462	15.38461538	NA	NA	11	2	NA
lav	4.444444444	80	15.55555556	NA	2	36	7	NA
lea	NA	100	NA	NA	NA	2	NA	NA
lec	18.18181818	72.72727273	9.090909091	NA	2	8	1	NA
leg	3.896103896	66.23376623	29.87012987	NA	3	51	23	NA
len	NA	83.33333333	16.66666667	NA	NA	10	2	NA
leo	NA	100	NA	NA	NA	7	NA	NA
lep	NA	100	NA	NA	NA	5	NA	NA
les	NA	100	NA	NA	NA	2	NA	NA
let	NA	88.88888889	11.11111111	NA	NA	16	2	NA
lev	13.04347826	69.56521739	17.39130435	NA	3	16	4	NA
lez	NA	100	NA	NA	NA	2	NA	NA
lib	10.25641026	64.1025641	20.51282051	5.128205128	4	25	8	2
lic	NA	100	NA	NA	NA	6	NA	NA
lid	NA	100	NA	NA	NA	2	NA	NA
lie	NA	100	NA	NA	NA	6	NA	NA
lim	9.090909091	50	36.36363636	4.545454545	2	11	8	1
lin	NA	53.84615385	46.15384615	NA	NA	7	6	NA
liq	NA	33.33333333	66.66666667	NA	NA	2	4	NA
lir	NA	100	NA	NA	NA	2	NA	NA
lis	NA	100	NA	NA	NA	6	NA	NA
lit	NA	69.23076923	23.07692308	7.692307692	NA	9	3	1
liv	NA	100	NA	NA	NA	2	NA	NA
loc	14.28571429	85.71428571	NA	NA	1	6	NA	NA
lod	NA	100	NA	NA	NA	5	NA	NA
log	NA	NA	100	NA	NA	NA	3	NA
lom	NA	100	NA	NA	NA	4	NA	NA
lon	NA	81.81818182	18.18181818	NA	NA	9	2	NA
loo	NA	100	NA	NA	NA	1	NA	NA
lor	NA	100	NA	NA	NA	2	NA	NA
lot	NA	83.33333333	16.66666667	NA	NA	10	2	NA
luc	3.571428571	53.57142857	35.71428571	7.142857143	1	15	10	2
lug	NA	100	NA	NA	NA	1	NA	NA
lui	NA	100	NA	NA	NA	1	NA	NA
lum	NA	92.30769231	7.692307692	NA	NA	12	1	NA
lun	6.666666667	66.66666667	26.66666667	NA	1	10	4	NA
luo	NA	100	NA	NA	NA	2	NA	NA
lup	NA	100	NA	NA	NA	5	NA	NA
lus	NA	100	NA	NA	NA	5	NA	NA
mac	NA	81.81818182	18.18181818	NA	NA	9	2	NA
mad	NA	100	NA	NA	NA	7	NA	NA
mae	11.11111111	88.88888889	NA	NA	1	8	NA	NA
mag	2.777777778	69.44444444	27.77777778	NA	1	25	10	NA
mai	NA	100	NA	NA	NA	7	NA	NA
mal	NA	90.90909091	9.090909091	NA	NA	30	3	NA
mam	NA	66.66666667	33.33333333	NA	NA	4	2	NA
man	8.333333333	64.74358974	26.28205128	0.641025641	13	101	41	1
map	NA	100	NA	NA	NA	2	NA	NA
mar	3.125	87.5	9.375	NA	2	56	6	NA
mas	NA	80.55555556	16.66666667	2.777777778	NA	29	6	1
mat	NA	88.88888889	11.11111111	NA	NA	32	4	NA
maz	NA	100	NA	NA	NA	5	NA	NA
mec	NA	50	50	NA	NA	2	2	NA
med	4	68	28	NA	1	17	7	NA
meg	NA	100	NA	NA	NA	1	NA	NA
mel	NA	100	NA	NA	NA	4	NA	NA
mem	NA	66.66666667	33.33333333	NA	NA	4	2	NA
men	8.695652174	78.26086957	13.04347826	NA	2	18	3	NA
mer	6.666666667	77.77777778	13.33333333	2.222222222	3	35	6	1
mes	NA	86.36363636	9.090909091	4.545454545	NA	19	2	1
met	3.846153846	42.30769231	51.28205128	2.564102564	3	33	40	2
mez	14.28571429	85.71428571	NA	NA	1	6	NA	NA
mia	NA	66.66666667	33.33333333	NA	NA	2	1	NA
mic	NA	68.75	31.25	NA	NA	11	5	NA
mie	NA	66.66666667	33.33333333	NA	NA	2	1	NA
mig	12.5	75	12.5	NA	2	12	2	NA
mil	8.333333333	66.66666667	25	NA	1	8	3	NA
mim	NA	100	NA	NA	NA	5	NA	NA
min	2.325581395	67.44186047	30.23255814	NA	1	29	13	NA
mio	NA	100	NA	NA	NA	4	NA	NA
mir	12.5	50	37.5	NA	1	4	3	NA
mis	NA	78.78787879	21.21212121	NA	NA	26	7	NA
mit	NA	60	40	NA	NA	3	2	NA
mob	NA	NA	100	NA	NA	NA	2	NA
mod	NA	85.18518519	11.11111111	3.703703704	NA	23	3	1
mog	NA	100	NA	NA	NA	2	NA	NA
mol	4.545454545	63.63636364	31.81818182	NA	1	14	7	NA
mom	NA	100	NA	NA	NA	3	NA	NA
mon	5.714285714	94.28571429	NA	NA	2	33	NA	NA
mor	10	60	26.66666667	3.333333333	6	36	16	2
mos	5.128205128	74.35897436	20.51282051	NA	2	29	8	NA
mot	NA	100	NA	NA	NA	11	NA	NA
mov	NA	100	NA	NA	NA	4	NA	NA
moz	NA	100	NA	NA	NA	1	NA	NA
muc	NA	100	NA	NA	NA	6	NA	NA
mug	NA	100	NA	NA	NA	1	NA	NA
mul	NA	100	NA	NA	NA	9	NA	NA
mum	NA	100	NA	NA	NA	1	NA	NA
mun	NA	62.5	37.5	NA	NA	5	3	NA
muo	3.333333333	50	46.66666667	NA	1	15	14	NA
mur	NA	100	NA	NA	NA	7	NA	NA
mus	NA	77.77777778	22.22222222	NA	NA	14	4	NA
mut	18.75	68.75	12.5	NA	3	11	2	NA
nan	NA	85.71428571	14.28571429	NA	NA	6	1	NA
nap	NA	100	NA	NA	NA	4	NA	NA
nar	NA	90	10	NA	NA	9	1	NA
nas	5.084745763	61.01694915	33.89830508	NA	3	36	20	NA
nat	NA	100	NA	NA	NA	15	NA	NA
nav	NA	83.33333333	16.66666667	NA	NA	15	3	NA
naz	NA	100	NA	NA	NA	4	NA	NA
nea	50	50	NA	NA	1	1	NA	NA
neb	NA	100	NA	NA	NA	3	NA	NA
nec	20	80	NA	NA	1	4	NA	NA
neg	11.11111111	88.88888889	NA	NA	2	16	NA	NA
nem	16.66666667	83.33333333	NA	NA	1	5	NA	NA
neo	NA	100	NA	NA	NA	3	NA	NA
nep	50	50	NA	NA	1	1	NA	NA
ner	NA	100	NA	NA	NA	9	NA	NA
nes	40	40	20	NA	2	2	1	NA
net	NA	NA	100	NA	NA	NA	1	NA
nev	NA	87.5	12.5	NA	NA	7	1	NA
nid	NA	100	NA	NA	NA	2	NA	NA
nie	50	50	NA	NA	1	1	NA	NA
nin	NA	100	NA	NA	NA	4	NA	NA
nip	NA	100	NA	NA	NA	7	NA	NA
niu	NA	100	NA	NA	NA	2	NA	NA
nob	NA	25	75	NA	NA	1	3	NA
noc	NA	88.88888889	11.11111111	NA	NA	8	1	NA
nod	NA	100	NA	NA	NA	2	NA	NA
noi	NA	100	NA	NA	NA	7	NA	NA
nol	NA	100	NA	NA	NA	5	NA	NA
nom	8.333333333	66.66666667	25	NA	1	8	3	NA
non	11.11111111	88.88888889	NA	NA	1	8	NA	NA
nor	NA	83.33333333	16.66666667	NA	NA	5	1	NA
nos	NA	100	NA	NA	NA	6	NA	NA
not	7.407407407	77.77777778	14.81481481	NA	2	21	4	NA
nov	28.57142857	71.42857143	NA	NA	2	5	NA	NA
